evaluation,split_id,repeat,fold,strategy,test_rows,mae,rmse,primary_fallback_percentage
repeated_random_cv,49,10,4.0,neighborhood_median,488,12.039959016393443,19.122810064268755,0.0
repeated_random_cv,49,10,4.0,lot_config_median,488,15.554303278688524,21.595041078458912,0.0
repeated_random_cv,49,10,4.0,hierarchical_median,488,11.468237704918034,18.313064739795315,0.0
repeated_random_cv,49,10,4.0,model_based_hgb,488,8.360950580611433,13.789571123107635,
repeated_random_cv,50,10,5.0,global_median,488,16.514344262295083,21.772529315329564,0.0
repeated_random_cv,50,10,5.0,neighborhood_median,488,12.533811475409836,18.57250689312248,0.0
repeated_random_cv,50,10,5.0,lot_config_median,488,15.592213114754099,20.732735262753195,0.0
repeated_random_cv,50,10,5.0,hierarchical_median,488,11.914959016393443,18.15073780282458,0.4098360655737705
repeated_random_cv,50,10,5.0,model_based_hgb,488,8.23151661930479,12.524504129542642,
conditional_masking,1,1,,global_median,408,16.41176470588235,23.590252224170897,0.0
conditional_masking,1,1,,neighborhood_median,408,12.4375,20.954096071099386,0.0
conditional_masking,1,1,,lot_config_median,408,15.464460784313726,22.7469428025558,0.0
conditional_masking,1,1,,hierarchical_median,408,11.306372549019608,19.59516747147863,2.2058823529411766
conditional_masking,1,1,,model_based_hgb,408,9.173633689893043,15.302683007379374,
conditional_masking,2,2,,global_median,408,17.762254901960784,24.865175663652845,0.0
conditional_masking,2,2,,neighborhood_median,408,13.91421568627451,22.122929724786523,0.0
conditional_masking,2,2,,lot_config_median,408,16.375,23.6724482029546,0.0
conditional_masking,2,2,,hierarchical_median,408,12.691176470588236,21.400390549853864,0.9803921568627451
conditional_masking,2,2,,model_based_hgb,408,9.359418213009548,15.461632332075759,
conditional_masking,3,3,,global_median,408,15.901960784313726,21.315441332885563,0.0
conditional_masking,3,3,,neighborhood_median,408,12.762254901960784,19.004192004015593,0.0
conditional_masking,3,3,,lot_config_median,408,14.730392156862745,19.973757292811907,0.0
conditional_masking,3,3,,hierarchical_median,408,12.286764705882353,19.360391393305065,0.9803921568627451
conditional_masking,3,3,,model_based_hgb,408,9.717346930395488,14.726553851912692,
conditional_masking,4,4,,global_median,408,16.100490196078432,22.92800967050957,0.0
conditional_masking,4,4,,neighborhood_median,408,12.6875,20.561198108258644,0.0
conditional_masking,4,4,,lot_config_median,408,15.42156862745098,22.09094393459837,0.0
conditional_masking,4,4,,hierarchical_median,408,11.822303921568627,19.32185151786524,0.24509803921568626
conditional_masking,4,4,,model_based_hgb,408,9.665485857511024,16.139258079776436,
conditional_masking,5,5,,global_median,408,16.416666666666668,22.721998496749233,0.0
conditional_masking,5,5,,neighborhood_median,408,12.428921568627452,20.08352656322306,0.0
conditional_masking,5,5,,lot_config_median,408,15.490196078431373,22.0404040744426,0.0
conditional_masking,5,5,,hierarchical_median,408,10.964460784313726,18.523980880120202,1.4705882352941175
conditional_masking,5,5,,model_based_hgb,408,8.65959541915596,13.798278812953333,
conditional_masking,6,6,,global_median,408,17.485294117647058,25.512492134285132,0.0
conditional_masking,6,6,,neighborhood_median,408,13.1875,22.356527866269712,0.0
conditional_masking,6,6,,lot_config_median,408,16.276960784313726,24.501250468288426,0.0
conditional_masking,6,6,,hierarchical_median,408,11.840686274509803,21.645681768327055,1.9607843137254901
conditional_masking,6,6,,model_based_hgb,408,9.887185076293902,17.278086615225746,
conditional_masking,7,7,,global_median,408,16.88235294117647,23.167442503583832,0.0
conditional_masking,7,7,,neighborhood_median,408,13.428921568627452,20.882491024122313,0.0
conditional_masking,7,7,,lot_config_median,408,15.911764705882353,22.340721634209913,0.0
conditional_masking,7,7,,hierarchical_median,408,11.737745098039216,19.61820008333598,1.715686274509804
conditional_masking,7,7,,model_based_hgb,408,9.040983919560542,15.821891041517482,
conditional_masking,8,8,,global_median,408,16.92156862745098,23.824213255738414,0.0
conditional_masking,8,8,,neighborhood_median,408,13.22671568627451,21.17563400444473,0.0
conditional_masking,8,8,,lot_config_median,408,15.990196078431373,22.75605930942609,0.0
conditional_masking,8,8,,hierarchical_median,408,11.821078431372548,19.78381939373491,1.2254901960784315
conditional_masking,8,8,,model_based_hgb,408,9.437999327960648,16.030994980237985,
conditional_masking,9,9,,global_median,408,16.237745098039216,22.618424729739733,0.0
conditional_masking,9,9,,neighborhood_median,408,12.404411764705882,19.8439376824535,0.0
conditional_masking,9,9,,lot_config_median,408,15.314950980392156,21.55858695667755,0.0
conditional_masking,9,9,,hierarchical_median,408,11.39950980392157,18.646446068363595,0.9803921568627451
conditional_masking,9,9,,model_based_hgb,408,9.388431636352474,14.715566726303308,
conditional_masking,10,10,,global_median,408,16.745098039215687,23.516681605309245,0.0
conditional_masking,10,10,,neighborhood_median,408,13.051470588235293,20.181286225746124,0.0
conditional_masking,10,10,,lot_config_median,408,15.779411764705882,22.12611468334177,0.0
conditional_masking,10,10,,hierarchical_median,408,11.819852941176471,18.77219274853727,1.9607843137254901
conditional_masking,10,10,,model_based_hgb,408,8.910979377472326,14.111444099751433,
conditional_masking,11,11,,global_median,408,16.40686274509804,22.41847977214596,0.0
conditional_masking,11,11,,neighborhood_median,408,12.893382352941176,19.844231023195654,0.0
conditional_masking,11,11,,lot_config_median,408,15.908088235294118,21.792793713591134,0.0
conditional_masking,11,11,,hierarchical_median,408,11.754901960784315,18.656597424262024,1.4705882352941175
conditional_masking,11,11,,model_based_hgb,408,9.470107472504239,14.875524485272305,
